Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,spend_to_avg_ratio,is_high_value_transaction,transaction_hour,transaction_day_of_week,is_night_transaction,is_weekend,account_age_years,suspicious_keyword_flag,is_international_flag
T103769,CUST4923,2023-04-12 05:23:00,9.92,Entertainment,NetBanking,Mobile,Delhi,0,118,170.44,1792,No,0,0.0582,0,5,2,1,0,4.91,0,0
T103770,CUST8255,2023-05-31 03:26:00,63.3,Travel,PayPal,Mobile,Kolkata,0,59,451.07,545,No,1,0.1403,0,3,2,1,0,1.49,0,0
T103771,CUST4582,2023-12-13 17:47:00,186.16,Health,Debit Card,Mobile,Kolkata,0,61,162.99,127,No,0,1.1422,0,17,2,0,0,0.35,0,0
T103772,CUST6709,2023-09-27 00:06:00,33.72,Health,PayPal,POS,Bengaluru,0,41,144.15,1758,No,0,0.2339,0,0,2,1,0,4.81,0,0
T103773,CUST6961,2023-06-10 15:31:00,105.64,Fashion,NetBanking,POS,Delhi,0,18,252.24,1831,No,0,0.4188,0,15,5,0,1,5.01,0,0
T103774,CUST3597,2023-07-26 09:47:00,85.99,Grocery,PayPal,Desktop,Pune,0,188,457.46,379,No,0,0.188,0,9,2,0,0,1.04,0,0
T103775,CUST6225,2023-08-14 18:07:00,214.54,Electronics,NetBanking,Desktop,Mumbai,0,197,357.17,765,No,0,0.6007,0,18,0,0,0,2.09,0,0
T103776,CUST4019,2024-02-11 20:00:00,137.62,Utilities,Credit Card,Mobile,Pune,0,79,341.97,608,No,0,0.4024,0,20,6,0,1,1.66,0,0
T103777,CUST9882,2023-04-13 16:43:00,66.89,Travel,Credit Card,Desktop,Kolkata,0,187,365.78,1703,No,0,0.1829,0,16,3,0,0,4.66,0,0
T103778,CUST2341,2023-12-12 09:51:00,85.61,Food,UPI,POS,Kolkata,0,170,333.22,870,No,0,0.2569,0,9,1,0,0,2.38,0,0
T103779,CUST7470,2023-01-04 00:49:00,182.93,Travel,Debit Card,Desktop,Hyderabad,1,164,382.3,430,No,0,0.4785,0,0,2,1,0,1.18,0,1
T103780,CUST7873,2023-06-19 13:52:00,40.8,Grocery,Credit Card,Mobile,Hyderabad,0,168,104.45,780,No,0,0.3906,0,13,0,0,0,2.14,0,0
T103781,CUST3606,2023-03-22 11:39:00,31.66,Electronics,NetBanking,Desktop,Hyderabad,0,30,96.86,1504,No,0,0.3269,0,11,2,0,0,4.12,0,0
T103782,CUST9087,2023-01-25 00:43:00,0.87,Travel,PayPal,POS,Kolkata,0,102,187.46,1528,No,0,0.0046,0,0,2,1,0,4.18,0,0
T103783,CUST5106,2023-11-25 15:21:00,140.15,Grocery,PayPal,Mobile,Delhi,0,11,426.97,850,No,0,0.3282,0,15,5,0,1,2.33,0,0
T103784,CUST9284,2023-05-25 20:45:00,129.15,Food,UPI,Desktop,Chennai,0,124,360.08,1472,No,0,0.3587,0,20,3,0,0,4.03,0,0
T103785,CUST8221,2023-03-10 20:57:00,8.83,Fashion,PayPal,POS,Delhi,0,153,287.57,1057,No,0,0.0307,0,20,4,0,0,2.89,0,0
T103786,CUST6745,2023-12-16 09:06:00,68.8,Entertainment,Credit Card,Mobile,Mumbai,0,173,19.53,1377,No,0,3.5228,0,9,5,0,1,3.77,0,0
T103787,CUST7685,2023-11-18 18:15:00,49.89,Health,PayPal,Mobile,Delhi,1,179,125.54,398,No,0,0.3974,0,18,5,0,1,1.09,0,1
T103788,CUST7345,2023-05-15 11:11:00,10.11,Food,Credit Card,POS,Hyderabad,0,171,403.72,1917,No,0,0.025,0,11,0,0,0,5.25,0,0
T103789,CUST2047,2023-11-11 18:10:00,315.27,Electronics,Credit Card,Desktop,Bengaluru,0,66,128.82,1667,No,0,2.4474,1,18,5,0,1,4.56,0,0
T103790,CUST8364,2023-07-28 00:07:00,19.33,Health,Debit Card,Desktop,Mumbai,0,99,367.84,1448,No,1,0.0526,0,0,4,1,0,3.96,0,0
T103791,CUST2114,2023-12-21 12:17:00,5.57,Entertainment,UPI,Desktop,Pune,1,175,100.47,585,No,1,0.0554,0,12,3,0,0,1.6,0,1
T103792,CUST6843,2023-01-31 15:41:00,72.28,Food,NetBanking,Mobile,Bengaluru,0,24,307.12,1172,No,0,0.2353,0,15,1,0,0,3.21,0,0
T103793,CUST4873,2023-07-31 14:12:00,107.42,Utilities,Credit Card,Mobile,Mumbai,0,77,317.82,1753,No,0,0.338,0,14,0,0,0,4.8,0,0
T103794,CUST4875,2023-07-19 10:30:00,2.64,Food,UPI,Desktop,Mumbai,0,165,378.46,1796,No,0,0.007,0,10,2,0,0,4.92,0,0
T103795,CUST4979,2023-09-15 05:10:00,86.0,Food,NetBanking,Mobile,Kolkata,0,128,224.79,1034,No,0,0.3826,0,5,4,1,0,2.83,0,0
T103796,CUST6398,2023-03-13 00:09:00,60.79,Utilities,PayPal,Mobile,Hyderabad,0,184,320.01,995,No,0,0.19,0,0,0,1,0,2.72,0,0
T103797,CUST9944,2023-07-19 23:26:00,8.72,Food,UPI,POS,Kolkata,0,94,248.62,1044,No,0,0.0351,0,23,2,0,0,2.86,0,0
T103798,CUST1217,2023-10-16 05:11:00,15.15,Health,UPI,Desktop,Pune,0,87,474.2,1243,No,0,0.0319,0,5,0,1,0,3.4,0,0
T103799,CUST7022,2023-10-09 16:10:00,67.14,Electronics,UPI,Desktop,Delhi,0,124,265.72,1675,No,0,0.2527,0,16,0,0,0,4.59,0,0
T103800,CUST8017,2023-05-21 13:34:00,28.12,Entertainment,PayPal,Desktop,Kolkata,0,46,112.7,1469,No,0,0.2495,0,13,6,0,1,4.02,0,0
T103801,CUST9254,2023-01-04 22:19:00,222.86,Grocery,PayPal,Mobile,Pune,0,156,337.27,843,Yes,1,0.6608,0,22,2,0,0,2.31,1,0
T103802,CUST3395,2023-02-11 17:17:00,136.63,Travel,UPI,Mobile,Hyderabad,0,93,278.75,1844,No,0,0.4902,0,17,5,0,1,5.05,0,0
T103803,CUST7668,2023-03-20 18:00:00,328.68,Utilities,Debit Card,Mobile,Hyderabad,0,180,403.88,135,No,0,0.8138,1,18,0,0,0,0.37,0,0
T103804,CUST4913,2024-01-15 12:40:00,24.05,Fashion,Credit Card,Desktop,Kolkata,0,15,96.69,194,No,0,0.2487,0,12,0,0,0,0.53,0,0
T103805,CUST7946,2024-02-01 08:12:00,279.79,Utilities,PayPal,Mobile,Hyderabad,0,173,137.86,667,No,0,2.0295,1,8,3,0,0,1.83,0,0
T103806,CUST3645,2023-05-14 09:58:00,45.14,Entertainment,Debit Card,Desktop,Bengaluru,0,58,461.6,1399,No,0,0.0978,0,9,6,0,1,3.83,0,0
T103807,CUST1954,2023-07-18 12:33:00,34.16,Travel,PayPal,Mobile,Pune,0,195,465.71,1151,No,0,0.0734,0,12,1,0,0,3.15,0,0
T103808,CUST7880,2024-02-13 05:06:00,4.13,Travel,UPI,Desktop,Pune,0,72,226.71,1053,No,1,0.0182,0,5,1,1,0,2.88,0,0
T103809,CUST1627,2024-01-15 23:57:00,4.34,Fashion,Debit Card,POS,Mumbai,0,98,33.4,1539,No,0,0.1299,0,23,0,0,0,4.21,0,0
T103810,CUST1330,2023-05-31 01:47:00,94.22,Entertainment,NetBanking,Mobile,Chennai,0,73,160.21,360,No,0,0.5881,0,1,2,1,0,0.99,0,0
T103811,CUST9098,2023-05-25 02:45:00,48.99,Health,Credit Card,Desktop,Delhi,0,81,131.09,1423,No,0,0.3737,0,2,3,1,0,3.9,0,0
T103812,CUST7392,2023-02-23 06:34:00,20.55,Electronics,Credit Card,POS,Hyderabad,0,169,213.19,1495,No,0,0.0964,0,6,3,0,0,4.09,0,0
T103813,CUST1070,2023-07-21 05:56:00,76.15,Fashion,PayPal,POS,Pune,0,65,165.72,1173,No,0,0.4595,0,5,4,1,0,3.21,0,0
T103814,CUST2240,2023-08-14 06:37:00,23.32,Electronics,Credit Card,Mobile,Pune,0,168,416.21,1906,No,0,0.056,0,6,0,0,0,5.22,0,0
T103815,CUST5390,2023-05-01 21:15:00,68.95,Health,NetBanking,Desktop,Mumbai,1,5,11.49,328,No,0,6.0009,0,21,0,0,0,0.9,0,1
T103816,CUST4185,2023-11-04 14:53:00,35.6,Travel,Debit Card,Mobile,Delhi,0,28,325.87,885,No,0,0.1092,0,14,5,0,1,2.42,0,0
T103817,CUST5165,2023-08-04 11:26:00,138.78,Electronics,Debit Card,POS,Chennai,0,38,335.49,1196,No,0,0.4137,0,11,4,0,0,3.27,0,0
T103818,CUST3091,2023-03-06 00:55:00,137.49,Health,UPI,Mobile,Chennai,0,81,333.71,736,No,1,0.412,0,0,0,1,0,2.02,0,0
T103819,CUST3707,2023-10-04 16:41:00,51.91,Health,Debit Card,Desktop,Hyderabad,0,87,265.09,1695,Yes,1,0.1958,0,16,2,0,0,4.64,1,0
T103820,CUST7983,2023-11-30 04:40:00,34.56,Grocery,PayPal,POS,Chennai,0,146,309.44,1954,No,0,0.1117,0,4,3,1,0,5.35,0,0
T103821,CUST8301,2023-04-24 07:51:00,36.02,Fashion,NetBanking,Mobile,Chennai,0,37,407.14,1994,No,0,0.0885,0,7,0,0,0,5.46,0,0
T103822,CUST7200,2023-10-24 23:13:00,131.07,Grocery,UPI,Mobile,Kolkata,0,155,394.26,1669,No,0,0.3324,0,23,1,0,0,4.57,0,0
T103823,CUST1072,2023-06-27 17:43:00,31.82,Utilities,PayPal,Mobile,Delhi,0,25,26.97,1146,No,0,1.1798,0,17,1,0,0,3.14,0,0
T103824,CUST6832,2023-12-15 00:31:00,18.76,Travel,PayPal,Mobile,Delhi,0,197,24.91,1350,No,1,0.7531,0,0,4,1,0,3.7,0,0
T103825,CUST8058,2023-02-13 05:13:00,7.08,Fashion,PayPal,Mobile,Kolkata,0,83,421.08,476,No,0,0.0168,0,5,0,1,0,1.3,0,0
T103826,CUST8262,2023-07-05 05:05:00,50.29,Travel,Credit Card,POS,Hyderabad,0,27,291.62,509,Yes,1,0.1725,0,5,2,1,0,1.39,1,0
T103827,CUST5324,2024-02-12 19:06:00,52.64,Grocery,PayPal,POS,Pune,0,77,479.14,763,No,0,0.1099,0,19,0,0,0,2.09,0,0
T103828,CUST8535,2023-01-27 07:30:00,147.06,Entertainment,Credit Card,Desktop,Mumbai,0,182,221.48,1765,No,0,0.664,0,7,4,0,0,4.83,0,0
T103829,CUST8146,2023-11-08 11:59:00,20.0,Health,Debit Card,Mobile,Hyderabad,0,135,96.6,1853,No,0,0.207,0,11,2,0,0,5.07,0,0
T103830,CUST4541,2023-12-15 21:13:00,38.37,Travel,Credit Card,Desktop,Bengaluru,0,90,241.89,903,No,0,0.1586,0,21,4,0,0,2.47,0,0
T103831,CUST6856,2023-01-29 03:07:00,132.19,Fashion,PayPal,POS,Chennai,0,27,223.91,1311,No,0,0.5904,0,3,6,1,1,3.59,0,0
T103832,CUST8358,2023-10-01 05:37:00,138.81,Utilities,NetBanking,Mobile,Kolkata,0,122,263.42,551,No,0,0.527,0,5,6,1,1,1.51,0,0
T103833,CUST9065,2023-12-31 14:02:00,38.84,Fashion,NetBanking,Desktop,Mumbai,0,59,405.89,1736,No,0,0.0957,0,14,6,0,1,4.75,0,0
T103834,CUST3647,2024-01-03 00:03:00,49.17,Travel,Debit Card,Mobile,Pune,0,72,331.24,1428,No,0,0.1484,0,0,2,1,0,3.91,0,0
T103835,CUST9694,2023-04-13 11:19:00,28.91,Fashion,PayPal,Mobile,Pune,0,159,100.78,1480,No,0,0.2869,0,11,3,0,0,4.05,0,0
T103836,CUST3775,2023-05-19 18:04:00,215.72,Utilities,Credit Card,Desktop,Delhi,0,91,369.89,1154,No,0,0.5832,0,18,4,0,0,3.16,0,0
T103837,CUST4773,2024-01-06 12:02:00,10.1,Health,NetBanking,POS,Bengaluru,0,68,300.03,651,No,0,0.0337,0,12,5,0,1,1.78,0,0
T103838,CUST3770,2023-09-18 13:57:00,217.14,Entertainment,UPI,Desktop,Pune,0,106,293.37,788,No,0,0.7402,0,13,0,0,0,2.16,0,0
T103839,CUST1168,2023-05-21 05:31:00,92.13,Health,PayPal,Desktop,Bengaluru,0,4,342.35,1888,No,0,0.2691,0,5,6,1,1,5.17,0,0
T103840,CUST6698,2024-01-06 13:09:00,60.67,Fashion,PayPal,Desktop,Chennai,0,146,286.34,273,No,0,0.2119,0,13,5,0,1,0.75,0,0
T103841,CUST9999,2023-12-27 16:28:00,2.66,Utilities,UPI,Mobile,Delhi,0,63,234.18,52,Yes,0,0.0114,0,16,2,0,0,0.14,1,0
T103842,CUST2687,2024-01-03 22:14:00,51.64,Utilities,NetBanking,POS,Mumbai,0,87,323.79,1407,No,0,0.1595,0,22,2,0,0,3.85,0,0
T103843,CUST5095,2024-02-18 13:00:00,41.91,Travel,UPI,POS,Delhi,0,180,364.63,495,No,0,0.1149,0,13,6,0,1,1.36,0,0
T103844,CUST3284,2023-02-21 15:05:00,14.06,Grocery,Debit Card,Mobile,Chennai,0,111,120.63,1278,No,0,0.1166,0,15,1,0,0,3.5,0,0
T103845,CUST9838,2023-05-04 08:26:00,85.46,Fashion,Credit Card,POS,Kolkata,0,191,253.55,894,No,0,0.3371,0,8,3,0,0,2.45,0,0
T103846,CUST5058,2023-08-12 16:09:00,283.65,Fashion,Credit Card,Desktop,Pune,0,173,234.5,1497,No,0,1.2096,1,16,5,0,1,4.1,0,0
T103847,CUST3777,2023-06-24 09:01:00,66.08,Fashion,NetBanking,POS,Bengaluru,0,140,29.55,1827,No,0,2.2362,0,9,5,0,1,5.0,0,0
T103848,CUST3328,2023-10-07 02:21:00,100.35,Fashion,UPI,Mobile,Kolkata,0,136,418.87,298,No,0,0.2396,0,2,5,1,1,0.82,0,0
T103849,CUST9903,2023-10-16 01:35:00,5.67,Travel,PayPal,POS,Chennai,0,22,194.92,562,No,0,0.0291,0,1,0,1,0,1.54,0,0
T103850,CUST5770,2023-03-17 23:52:00,43.26,Grocery,PayPal,Mobile,Pune,0,91,45.62,343,No,0,0.9483,0,23,4,0,0,0.94,0,0
T103851,CUST8687,2023-08-07 03:02:00,9.9,Grocery,PayPal,Desktop,Hyderabad,0,169,234.37,149,No,0,0.0422,0,3,0,1,0,0.41,0,0
T103852,CUST8997,2023-06-27 09:13:00,75.9,Electronics,Debit Card,Mobile,Bengaluru,0,116,89.13,1010,No,0,0.8516,0,9,1,0,0,2.77,0,0
T103853,CUST3741,2023-07-25 18:11:00,223.07,Fashion,Debit Card,POS,Chennai,0,41,355.16,1534,Yes,1,0.6281,0,18,1,0,0,4.2,1,0
T103854,CUST5939,2023-04-19 23:07:00,86.72,Fashion,PayPal,Desktop,Mumbai,0,81,290.17,1977,No,0,0.2989,0,23,2,0,0,5.41,0,0
T103855,CUST1234,2023-06-01 14:43:00,6.39,Electronics,NetBanking,POS,Mumbai,0,123,142.36,1173,No,0,0.0449,0,14,3,0,0,3.21,0,0
T103856,CUST8272,2023-12-09 12:46:00,35.04,Grocery,Debit Card,Mobile,Pune,0,57,475.73,739,No,0,0.0737,0,12,5,0,1,2.02,0,0
T103857,CUST5875,2023-12-24 08:54:00,64.0,Utilities,Debit Card,Desktop,Pune,0,160,152.96,165,No,0,0.4184,0,8,6,0,1,0.45,0,0
T103858,CUST1037,2023-02-26 17:33:00,41.29,Utilities,Credit Card,Mobile,Mumbai,0,127,281.95,1130,No,0,0.1464,0,17,6,0,1,3.09,0,0
T103859,CUST7942,2023-11-21 04:41:00,143.49,Food,Credit Card,POS,Hyderabad,0,95,402.77,1407,No,0,0.3563,0,4,1,1,0,3.85,0,0
T103860,CUST3610,2023-09-13 20:44:00,134.85,Health,NetBanking,Mobile,Delhi,0,55,261.81,1111,No,0,0.5151,0,20,2,0,0,3.04,0,0
T103861,CUST1265,2023-09-30 07:31:00,75.71,Food,Debit Card,POS,Mumbai,0,6,480.82,965,No,0,0.1575,0,7,5,0,1,2.64,0,0
T103862,CUST4822,2023-12-15 01:25:00,37.4,Grocery,Debit Card,POS,Pune,0,167,423.49,1139,No,0,0.0883,0,1,4,1,0,3.12,0,0
T103863,CUST8319,2023-06-16 00:40:00,23.59,Entertainment,UPI,Desktop,Pune,0,9,461.3,30,No,0,0.0511,0,0,4,1,0,0.08,0,0
T103864,CUST9163,2023-07-01 13:38:00,8.95,Fashion,NetBanking,Desktop,Hyderabad,0,32,192.62,106,No,0,0.0465,0,13,5,0,1,0.29,0,0
T103865,CUST2231,2023-03-26 08:11:00,35.07,Food,NetBanking,Mobile,Mumbai,0,164,278.69,990,Yes,1,0.1258,0,8,6,0,1,2.71,1,0
T103866,CUST9466,2023-03-22 07:41:00,42.64,Travel,UPI,POS,Hyderabad,0,128,421.68,1575,No,0,0.1011,0,7,2,0,0,4.31,0,0
T103867,CUST9199,2023-10-26 23:17:00,90.12,Utilities,UPI,POS,Mumbai,0,16,452.72,1497,No,0,0.1991,0,23,3,0,0,4.1,0,0
T103868,CUST5340,2023-03-20 01:57:00,85.87,Travel,Credit Card,Desktop,Delhi,1,140,472.74,610,No,1,0.1816,0,1,0,1,0,1.67,0,1
T103869,CUST7515,2024-01-17 01:22:00,5.81,Electronics,NetBanking,Desktop,Chennai,0,41,440.78,177,No,0,0.0132,0,1,2,1,0,0.48,0,0
T103870,CUST9181,2023-09-19 12:02:00,40.24,Grocery,NetBanking,Desktop,Mumbai,0,195,368.07,603,No,0,0.1093,0,12,1,0,0,1.65,0,0
T103871,CUST7298,2023-04-27 02:04:00,16.05,Grocery,UPI,Desktop,Chennai,0,186,21.87,1578,No,0,0.7339,0,2,3,1,0,4.32,0,0
T103872,CUST1321,2023-03-12 01:45:00,13.65,Food,PayPal,Mobile,Mumbai,0,137,164.33,215,No,1,0.0831,0,1,6,1,1,0.59,0,0
T103873,CUST9294,2023-10-07 10:00:00,140.5,Fashion,PayPal,Mobile,Delhi,0,125,73.18,1730,No,0,1.9199,0,10,5,0,1,4.74,0,0
T103874,CUST8246,2023-10-20 05:09:00,3.43,Grocery,Credit Card,Mobile,Kolkata,1,17,85.83,551,No,1,0.04,0,5,4,1,0,1.51,0,1
T103875,CUST7282,2024-01-15 15:16:00,43.47,Food,PayPal,Mobile,Pune,0,110,152.54,1824,No,0,0.285,0,15,0,0,0,4.99,0,0
T103876,CUST8410,2023-02-17 10:27:00,14.73,Food,PayPal,Desktop,Chennai,0,133,46.62,191,No,0,0.316,0,10,4,0,0,0.52,0,0
T103877,CUST5942,2023-09-26 16:41:00,169.18,Health,PayPal,Mobile,Hyderabad,0,26,129.09,1343,No,0,1.3106,0,16,1,0,0,3.68,0,0
T103878,CUST8957,2023-05-16 04:40:00,65.14,Health,Debit Card,Mobile,Mumbai,0,129,478.92,1979,No,0,0.136,0,4,1,1,0,5.42,0,0
T103879,CUST2073,2023-04-19 01:44:00,21.05,Grocery,Credit Card,Mobile,Pune,0,1,162.85,1474,No,0,0.1293,0,1,2,1,0,4.04,0,0
T103880,CUST9183,2023-03-05 12:06:00,55.84,Food,UPI,Desktop,Mumbai,0,35,88.26,225,No,0,0.6327,0,12,6,0,1,0.62,0,0
T103881,CUST8422,2023-12-04 12:41:00,105.19,Electronics,PayPal,POS,Hyderabad,0,9,361.97,63,No,0,0.2906,0,12,0,0,0,0.17,0,0
T103882,CUST9373,2023-11-15 20:05:00,253.83,Electronics,Debit Card,Desktop,Delhi,0,87,415.97,1725,No,0,0.6102,1,20,2,0,0,4.72,0,0
T103883,CUST5679,2023-04-06 07:09:00,19.92,Health,PayPal,POS,Bengaluru,0,38,163.88,1650,No,0,0.1216,0,7,3,0,0,4.52,0,0
T103884,CUST5306,2024-01-19 08:59:00,173.85,Grocery,Debit Card,POS,Mumbai,0,4,146.46,1623,No,0,1.187,0,8,4,0,0,4.44,0,0
T103885,CUST8300,2023-10-11 02:42:00,217.82,Utilities,Credit Card,Mobile,Kolkata,0,52,128.46,1926,Yes,0,1.6956,0,2,2,1,0,5.27,1,0
T103886,CUST5540,2023-11-21 09:15:00,198.56,Fashion,PayPal,Mobile,Hyderabad,0,147,202.7,437,No,0,0.9796,0,9,1,0,0,1.2,0,0
T103887,CUST9606,2024-01-11 14:05:00,80.72,Entertainment,Debit Card,Mobile,Bengaluru,0,5,52.74,1830,No,0,1.5305,0,14,3,0,0,5.01,0,0
T103888,CUST3525,2023-07-19 06:12:00,79.5,Utilities,NetBanking,Desktop,Mumbai,0,106,337.87,1350,No,0,0.2353,0,6,2,0,0,3.7,0,0
T103889,CUST7597,2023-09-17 18:09:00,41.3,Electronics,NetBanking,Desktop,Chennai,0,48,412.89,1973,Yes,0,0.1,0,18,6,0,1,5.4,1,0
T103890,CUST3242,2023-07-02 07:43:00,111.67,Electronics,Debit Card,Mobile,Pune,0,87,335.2,566,No,0,0.3331,0,7,6,0,1,1.55,0,0
T103891,CUST2550,2023-03-14 04:06:00,60.62,Utilities,PayPal,Desktop,Pune,1,191,216.39,65,No,1,0.2801,0,4,1,1,0,0.18,0,1
T103892,CUST3883,2023-06-21 12:40:00,90.52,Health,PayPal,Desktop,Hyderabad,1,38,151.59,1317,No,0,0.5971,0,12,2,0,0,3.61,0,1
T103893,CUST3039,2023-11-26 02:45:00,44.75,Health,Credit Card,POS,Chennai,0,52,210.63,1435,No,0,0.2125,0,2,6,1,1,3.93,0,0
T103894,CUST9628,2024-01-29 05:55:00,105.19,Grocery,Credit Card,Desktop,Delhi,1,87,217.68,143,No,0,0.4832,0,5,0,1,0,0.39,0,1
T103895,CUST8965,2023-12-10 02:58:00,139.2,Health,UPI,POS,Bengaluru,0,46,336.35,1670,No,0,0.4139,0,2,6,1,1,4.57,0,0
T103896,CUST2862,2023-01-01 11:51:00,12.67,Travel,Credit Card,Mobile,Hyderabad,0,93,464.75,634,No,0,0.0273,0,11,6,0,1,1.74,0,0
T103897,CUST6679,2023-05-31 23:51:00,143.15,Entertainment,PayPal,Desktop,Kolkata,0,137,44.59,1654,No,0,3.2104,0,23,2,0,0,4.53,0,0
T103898,CUST2282,2023-06-19 02:12:00,62.17,Utilities,UPI,POS,Mumbai,0,50,477.14,472,No,0,0.1303,0,2,0,1,0,1.29,0,0
T103899,CUST9843,2023-04-11 21:06:00,148.97,Utilities,Credit Card,Desktop,Pune,0,66,456.0,1216,No,0,0.3267,0,21,1,0,0,3.33,0,0
T103900,CUST3625,2023-10-04 22:48:00,45.15,Food,Debit Card,POS,Mumbai,0,38,67.69,67,No,0,0.667,0,22,2,0,0,0.18,0,0
T103901,CUST9765,2023-05-24 00:21:00,38.12,Electronics,NetBanking,POS,Bengaluru,0,155,99.96,121,No,0,0.3814,0,0,2,1,0,0.33,0,0
T103902,CUST9645,2023-03-25 00:27:00,197.27,Utilities,Credit Card,Desktop,Chennai,0,105,162.68,660,No,0,1.2126,0,0,5,1,1,1.81,0,0
T103903,CUST4989,2024-02-17 11:36:00,23.14,Travel,Credit Card,Mobile,Chennai,0,148,284.24,1776,No,0,0.0814,0,11,5,0,1,4.86,0,0
T103904,CUST8947,2023-05-12 09:54:00,148.74,Utilities,Debit Card,POS,Hyderabad,0,190,75.89,701,No,0,1.9599,0,9,4,0,0,1.92,0,0
T103905,CUST2424,2023-08-21 12:13:00,52.94,Fashion,PayPal,Mobile,Hyderabad,0,16,108.16,130,No,0,0.4895,0,12,0,0,0,0.36,0,0
T103906,CUST4944,2023-12-13 02:09:00,57.74,Travel,Debit Card,Desktop,Chennai,0,79,452.31,1934,No,1,0.1277,0,2,2,1,0,5.3,0,0
T103907,CUST7991,2023-07-18 08:23:00,29.51,Grocery,Credit Card,Desktop,Hyderabad,0,13,63.56,536,No,0,0.4643,0,8,1,0,0,1.47,0,0
T103908,CUST7916,2023-01-29 12:01:00,68.09,Fashion,PayPal,Mobile,Chennai,0,114,205.45,208,No,0,0.3314,0,12,6,0,1,0.57,0,0
T103909,CUST3657,2023-06-26 18:56:00,31.47,Fashion,UPI,Desktop,Bengaluru,0,102,383.87,313,No,0,0.082,0,18,0,0,0,0.86,0,0
T103910,CUST3066,2023-06-15 14:12:00,3.2,Utilities,Credit Card,POS,Hyderabad,0,148,445.41,384,No,0,0.0072,0,14,3,0,0,1.05,0,0
T103911,CUST8941,2023-04-02 21:01:00,25.4,Health,Debit Card,Mobile,Chennai,0,152,174.66,1957,No,0,0.1454,0,21,6,0,1,5.36,0,0
T103912,CUST1186,2023-09-21 20:44:00,0.51,Utilities,UPI,Desktop,Hyderabad,0,178,90.57,1350,No,0,0.0056,0,20,3,0,0,3.7,0,0
T103913,CUST1765,2023-07-04 13:47:00,306.64,Travel,NetBanking,Desktop,Mumbai,0,135,371.14,1939,No,0,0.8262,1,13,1,0,0,5.31,0,0
T103914,CUST4968,2023-07-02 09:32:00,269.92,Grocery,UPI,Mobile,Pune,0,87,388.55,1588,No,0,0.6947,1,9,6,0,1,4.35,0,0
T103915,CUST5294,2023-03-11 18:38:00,40.22,Electronics,Debit Card,POS,Mumbai,0,88,490.22,517,No,0,0.082,0,18,5,0,1,1.42,0,0
T103916,CUST1686,2023-01-12 20:17:00,104.27,Entertainment,UPI,Mobile,Delhi,0,29,78.38,1035,No,0,1.3303,0,20,3,0,0,2.83,0,0
T103917,CUST2449,2023-02-06 17:54:00,33.95,Health,Debit Card,Desktop,Chennai,0,133,357.62,308,No,0,0.0949,0,17,0,0,0,0.84,0,0
T103918,CUST1930,2023-12-25 23:20:00,88.96,Travel,Credit Card,Desktop,Delhi,0,107,214.47,573,No,0,0.4148,0,23,0,0,0,1.57,0,0
T103919,CUST4508,2023-01-04 06:38:00,130.96,Electronics,PayPal,Mobile,Chennai,0,163,458.17,679,No,0,0.2858,0,6,2,0,0,1.86,0,0
T103920,CUST8618,2023-08-19 01:18:00,234.63,Travel,NetBanking,POS,Pune,0,65,209.84,1646,No,0,1.1181,0,1,5,1,1,4.51,0,0
T103921,CUST9764,2023-06-13 01:14:00,40.89,Health,PayPal,POS,Hyderabad,0,100,228.52,960,No,0,0.1789,0,1,1,1,0,2.63,0,0
T103922,CUST4691,2024-02-11 13:25:00,122.34,Electronics,PayPal,POS,Chennai,0,115,72.13,384,No,0,1.6961,0,13,6,0,1,1.05,0,0
T103923,CUST6029,2023-01-26 22:29:00,24.73,Health,PayPal,Mobile,Mumbai,0,198,167.26,1372,No,0,0.1479,0,22,3,0,0,3.76,0,0
T103924,CUST4781,2024-01-18 08:13:00,371.12,Travel,Debit Card,POS,Hyderabad,0,87,206.41,224,No,0,1.798,1,8,3,0,0,0.61,0,0
T103925,CUST4094,2023-04-24 13:09:00,2.09,Fashion,Debit Card,POS,Pune,0,74,18.58,833,No,0,0.1125,0,13,0,0,0,2.28,0,0
T103926,CUST7370,2023-05-17 19:45:00,74.01,Entertainment,NetBanking,POS,Mumbai,0,135,224.41,122,No,0,0.3298,0,19,2,0,0,0.33,0,0
T103927,CUST4686,2023-01-31 19:41:00,86.19,Food,Debit Card,POS,Hyderabad,0,172,174.8,462,Yes,1,0.4931,0,19,1,0,0,1.26,1,0
T103928,CUST8701,2023-04-23 11:06:00,93.19,Entertainment,Debit Card,Desktop,Chennai,0,13,403.88,587,No,0,0.2307,0,11,6,0,1,1.61,0,0
T103929,CUST9819,2023-01-29 00:18:00,10.26,Fashion,Debit Card,Mobile,Chennai,0,94,62.49,1080,No,1,0.1642,0,0,6,1,1,2.96,0,0
T103930,CUST8604,2024-01-01 09:55:00,223.14,Health,Debit Card,Mobile,Mumbai,0,78,382.5,1468,No,0,0.5834,0,9,0,0,0,4.02,0,0
T103931,CUST4458,2023-01-06 07:44:00,15.99,Entertainment,Credit Card,POS,Bengaluru,0,124,359.87,191,No,0,0.0444,0,7,4,0,0,0.52,0,0
